year,path,file,category,md5sum,is_well_formed,num_vars,num_clauses,num_unary_clauses,num_binary_clauses,num_ternary_clauses,num_large_clauses,num_generators,percent_sym_vars,is_only_involution,is_inverting_perm,num_orbits
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/satelite/schuppan03:l2s:motors-stuck-2-k314-unsat.used-as.sat04-434.cnf,schuppan03:l2s:motors-stuck-2-k314-unsat.used-as.sat04-434.cnf,unknown,b0eb4963ca3bb1d5aed7ca37922ab347,1,505536,1596837,158,766699,807673,22307,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2009 unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-10-10p1.cnf,UCG-10-10p1.cnf,unknown,b0f428f64e915d20cd10933b95f558cf,1,131242,635913,6856,463968,87579,34040,0,0,1,0,0
2013,2013/hard/SC13_submissions/surynek--gridMRPP/8x8_10pc/SAT/mrpp_8x8#20_14.cnf,mrpp_8x8#20_14.cnf,unknown,b0fa2ad374fa2e52420b68792d5f7d4e,1,12662,102387,580,42627,33098,26082,0,0,1,0,0
2018,2018/all/Liang/assoc2.c.cnf,assoc2.c.cnf,unknown,b10a5701be847c5644b2fce79ba56e18,1,14269,66490,17,15966,45914,4593,6,1,1,1,11
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SC2012_Hard_Combinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes4.cnf,rbsat-v760c43649gyes4.cnf,unknown,b11db9969a1dd3e5093b78c3e4d42d0c,1,760,43649,0,43609,0,40,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes4.cnf,rbsat-v760c43649gyes4.cnf,unknown,b11db9969a1dd3e5093b78c3e4d42d0c,1,760,43649,0,43609,0,40,0,0,1,0,0
2014,2014/app/sc14-app/reg_s_2_unknown.cnf,reg_s_2_unknown.cnf,unknown,b139edb8c4972925cc407f9ec4689cd3,1,235620,1695584,0,417949,391311,886324,15,6,1,0,6188
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/2bitmax_6.cnf.mis-133.debugged.cnf,2bitmax_6.cnf.mis-133.debugged.cnf,unknown,b15f1c899ef58959bc35f0c04518134a,1,23987,48014,132,24386,23496,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/289-sat-7x6.cnf.mis-125.debugged.cnf,289-sat-7x6.cnf.mis-125.debugged.cnf,unknown,b164e1cb94c536a43a3ac7f364c1069c,1,21043,42044,124,21336,20584,0,0,0,1,0,0
2017,2017/all/NoLimits/mp1-klieber2017s-2000-023-eq.cnf,mp1-klieber2017s-2000-023-eq.cnf,unknown,b16c05b610042e301f8181cdfa4e1d8a,1,10193,30511,1,20340,10170,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-klieber2017s-2000-023-eq.cnf,mp1-klieber2017s-2000-023-eq.cnf,unknown,b16c05b610042e301f8181cdfa4e1d8a,1,10193,30511,1,20340,10170,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,12pipe_bug6_q0.used-as.sat04-725.cnf,pipe,b16e6cb0e63a3228c47c991012afc8b4,1,138795,4671352,1,3881307,729591,60453,24,22,1,1,14952
2012,2012/app/Application SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/crypto/desgen/gss-15-s100.cnf,gss-15-s100.cnf,unknown,b185751224700d221426aae46b36e25c,1,31238,93878,64,60504,33310,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2007/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,eq.atree.braun.10.unsat.cnf,unknown,b1a6497b6934405ef70bfcc51fa85893,1,1111,3756,3,1603,2090,60,0,0,1,0,0
2016,2016/hard/crafted16/Heule/Schur_160_5_d43.cnf,Schur_160_5_d43.cnf,unknown,b1b073a2d4dcf8daf4d626fc71ec6adf,1,747,26915,0,2072,24686,157,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/stone-width3chain-nmarkers-12_shuffled.cnf,stone-width3chain-nmarkers-12_shuffled.cnf,unknown,b1b1c72a510c403758086317e60026df,1,1482,1820960,0,152,0,1820808,-1,-1,-1,-1,-1
2012,2012/app/Application SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/24_1_rule_1/SAT_dat.k90.debugged.cnf,SAT_dat.k90.debugged.cnf,unknown,b1b4aa2fa82e6658eb932e540d22357d,1,1458392,5715644,45182,4011063,1109100,448407,-1,-1,-1,-1,-1
2013,2013/hard/SC13_submissions/heule_szeider--cwd/rndcwd/rnd-v25-e122-k12.cnf,rnd-v25-e122-k12.cnf,unknown,b1beea312483ba25eba58bd4801b8502,1,40550,725977,625,149533,567769,8050,0,0,1,0,0
2014,2014/hard/sc14-crafted/rook-56-1-1.cnf,rook-56-1-1.cnf,unknown,b1bf6a95d19317bd6c4c8539c03a496f,1,181773,705369,1,178748,526508,112,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/spence/medium/s69-100.cnf,s69-100.cnf,unknown,b1f1c259b38436e8c9f1623770b4a93b,1,69,148,0,0,148,0,0,0,1,0,0
2013,2013/hard/SC13_submissions/bebel_yuen--factoring/toughsat_factoring_895s.cnf,toughsat_factoring_895s.cnf,unknown,b2028131a89950dc9fe9928b873a1507,1,2009,10745,2,1544,4621,4578,0,0,1,0,0
2017,2017/all/NoLimits/mp1-22.8.cnf,mp1-22.8.cnf,mp1,b208b4432b5e92712db7d58c32271b6d,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2016,2016/app/NoLimits/mp1-22.8.cnf,mp1-22.8.cnf,mp1,b208b4432b5e92712db7d58c32271b6d,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2017,2017/all/NoLimits/g2-ak128diagobg2asaig.cnf,g2-ak128diagobg2asaig.cnf,unknown,b20e1059c9c652725c1f8265cc72cb29,1,373241,1117434,1,744956,372477,0,0,0,1,0,0
2016,2016/app/NoLimits/g2-ak128diagobg2asaig.cnf,g2-ak128diagobg2asaig.cnf,unknown,b20e1059c9c652725c1f8265cc72cb29,1,373241,1117434,1,744956,372477,0,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/pop99_shuffled.cnf,pop99_shuffled.cnf,pop,b21591b039f8f455f00f34323e5ce443,1,9702,946044,0,4851,941094,99,53,100,0,0,1
2012,2012/app/Application SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/diagnosis/UTI-15-5p0.cnf,UTI-15-5p0.cnf,unknown,b21b299f860c56270b509900cff82599,1,162926,821689,8386,574624,143949,41600,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-27_663.cnf,VanDerWaerden_pd_2-3-27_663.cnf,unknown,b239ee9f538e3627e5efcb49bb5df3ba,1,332,58170,0,441,54051,3678,0,0,1,0,0
2013,2013/hard/SC13_submissions/manthey--hidoku/hid-uns-enc-6-1-0-0-0-0-8728.cnf,hid-uns-enc-6-1-0-0-0-0-8728.cnf,unknown,b28d34bc5a397fc218a3485be97c7bbc,1,1908,6232,4,3672,0,2556,0,0,1,0,0
2013,2013/hard/SC13_submissions/surynek--gridMRPP/4x4_10pc/SAT/mrpp_4x4#6_24.cnf,mrpp_4x4#6_24.cnf,unknown,b293be1a757bc424b8424aa6a434d0c6,1,5048,27220,96,13984,9920,3220,0,0,1,0,0
2014,2014/hard/sc14-crafted/rook-68-1-1.cnf,rook-68-1-1.cnf,unknown,b2a08c87101f1c55edecd668f14532f9,1,323541,1262073,1,319052,942884,136,0,0,1,0,0
2013,2013/hard/SC13_submissions/surynek--gridMRPP/6x6_10pc/SAT/mrpp_6x6#18_20.cnf,mrpp_6x6#18_20.cnf,unknown,b2a5cb80446b4d3e3086e96e16a401b0,1,10841,83711,350,35720,28538,19103,0,0,1,0,0
2013,2013/hard/SC13_submissions/surynek--gridMRPP/8x8_10pc/SAT/mrpp_8x8#18_20.cnf,mrpp_8x8#18_20.cnf,unknown,b2b7511cc8963090dff6ca6fa0947603,1,18278,146601,580,62301,48374,35346,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,em_9_3_5_cmp.cnf,edgematching,b2b9255b6dd854658cbd4bd594382e55,1,3857,39932,0,4591,23748,9339,18,100,0,0,811
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,blocks-blocks-36-0.170-NOTKNOWN.cnf,unknown,b2bd2d58188a586bf0d0cd0e6e92fedd,1,693135,12437620,1440,11958480,452880,24820,0,0,1,0,0
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATChallenge2012_Application/SAT_Competition_2011_unselected/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf,transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf,unknown,b2d20b42a6be44e7dadd3f4ffdac72fe,1,435765,2355835,445,2329290,540,25560,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2011 unselected/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf,transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf,unknown,b2d20b42a6be44e7dadd3f4ffdac72fe,1,435765,2355835,445,2329290,540,25560,0,0,1,0,0
2014,2014/hard/sc14-crafted/shift1add.18973.cnf,shift1add.18973.cnf,shift,b2fc53a20cee6ecf05271b33c40e78b6,1,417397,739928,1,493286,246641,0,2,1,1,1,3
2017,2017/all/NoLimits/g2-T105.2.1.cnf,g2-T105.2.1.cnf,t,b36384aa8cef6450894bdcbc16801dd4,1,4251485,14795786,0,6428001,7675094,278782,976,1,1,1,1570
2016,2016/app/NoLimits/g2-T105.2.1.cnf,g2-T105.2.1.cnf,t,b36384aa8cef6450894bdcbc16801dd4,1,4251485,14795786,0,6428001,7675094,278782,976,1,1,1,1570
2017,2017/all/NoLimits/g2-T135.1.1.cnf,g2-T135.1.1.cnf,t,b380cc4c6de5f1edc3ced7fb47f65790,1,2931812,10536122,0,3728153,6230718,190353,970,4,1,1,48592
2016,2016/app/NoLimits/g2-T135.1.1.cnf,g2-T135.1.1.cnf,t,b380cc4c6de5f1edc3ced7fb47f65790,1,2931812,10536122,0,3728153,6230718,190353,970,4,1,1,48592
2013,2013/hard/SC13_submissions/heule_szeider--cwd/rndcwd/rnd-v25-e81-k8.cnf,rnd-v25-e81-k8.cnf,unknown,b3877a6acfdc34d769de1320c236b601,1,34525,585337,625,134149,442513,8050,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/fixedbandwidth-eq-37_shuffled.cnf,fixedbandwidth-eq-37_shuffled.cnf,fixedbandwidth,b3b837bf3eaa5b870ec2dbff52bdd64b,1,149,606,0,0,596,10,1,100,1,1,77
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-68.cnf,prime2209-68.cnf,prime,b3dc3500b45fe16c276a13322f0fe994,1,82212,242216,68,161432,80716,0,67,100,1,0,1209
2018,2018/all/final/Soos/apn-sbox6-cut4-helpbox31.cnf,apn-sbox6-cut4-helpbox31.cnf,apn,b3ec38fb81b3159bf4a50c616400a212,1,137472,810954,186,0,298368,512400,1,84,1,0,57408
2017,2017/all/NoLimits/mp1-klieber2017s-1600-023-eq.cnf,mp1-klieber2017s-1600-023-eq.cnf,unknown,b3f941bc91e9ceb5596d7ed2e8ba65aa,1,9152,27388,1,18258,9129,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-klieber2017s-1600-023-eq.cnf,mp1-klieber2017s-1600-023-eq.cnf,unknown,b3f941bc91e9ceb5596d7ed2e8ba65aa,1,9152,27388,1,18258,9129,0,0,0,1,0,0
2014,2014/hard/sc14-crafted/ndist.b.23992.cnf,ndist.b.23992.cnf,unknown,b40b93ed87197f66de199610711d7d97,1,311888,431842,1,287894,143947,0,0,0,1,0,0
2013,2013/hard/SC13_submissions/kovasznai_frohlich_biere--smtbench/ndist.b/ndist.b.23992.cnf,ndist.b.23992.cnf,unknown,b40b93ed87197f66de199610711d7d97,1,311888,431842,1,287894,143947,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd001.sat05-2742.reshuffled-07.cnf,QG6-dead-dnd001.sat05-2742.reshuffled-07.cnf,unknown,b415e752d16c11d39d46562455a8cb4d,1,1558,8169,27,290,1382,6089,0,0,1,0,0
2014,2014/hard/sc14-crafted/ndist.b.20499.cnf,ndist.b.20499.cnf,unknown,b426dbcd15d5eb416018980ff29563dc,1,266479,368968,1,245978,122989,0,0,0,1,0,0
2013,2013/hard/SC13_submissions/kovasznai_frohlich_biere--smtbench/ndist.b/ndist.b.20499.cnf,ndist.b.20499.cnf,unknown,b426dbcd15d5eb416018980ff29563dc,1,266479,368968,1,245978,122989,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.106.opt.cnf,fsf-300-354-2-2-3-2.106.opt.cnf,unknown,b42c6cfa83868e3b4b8c1d94a41964d8,1,3486,8496,0,0,5664,2832,0,0,1,0,0
2017,2017/all/NoLimits/mp1-ps_5000_21250_3_0_0.8_0_1.60_4.cnf,mp1-ps_5000_21250_3_0_0.8_0_1.60_4.cnf,unknown,b42d71a7b10b87776a27710014eb8086,1,5000,21250,0,0,21250,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-ps_5000_21250_3_0_0.8_0_1.60_4.cnf,mp1-ps_5000_21250_3_0_0.8_0_1.60_4.cnf,unknown,b42d71a7b10b87776a27710014eb8086,1,5000,21250,0,0,21250,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/goldb-heqc-x1mul.cnf,goldb-heqc-x1mul.cnf,unknown,b44e541aede789d4830fa0a3a047fcda,1,8760,55571,28,12786,25852,16905,17,1,1,0,14
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/pret150_40.cnf.mis-99.debugged.cnf,pret150_40.cnf.mis-99.debugged.cnf,unknown,b4504d74c2f3f373ddb160cbc65d6d66,1,14901,29852,98,15250,14504,0,0,0,1,0,0
2018,2018/all/Devriendt/le450_25c.col.25.cnf,le450_25c.col.25.cnf,le,b4604406771e0de7ec3f17e22d9a509e,1,10800,416682,0,416232,0,450,23,100,1,0,450
2017,2017/all/NoLimits/g2-hwmcc15deep-6s340rb63-k22.cnf,g2-hwmcc15deep-6s340rb63-k22.cnf,hwmcc,b4786d48c2b5b39e566af694ff4615a6,1,276394,817663,1,545182,272480,0,8,1,1,0,13
2016,2016/app/NoLimits/g2-hwmcc15deep-6s340rb63-k22.cnf,g2-hwmcc15deep-6s340rb63-k22.cnf,hwmcc,b4786d48c2b5b39e566af694ff4615a6,1,276394,817663,1,545182,272480,0,8,1,1,0,13
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2009 unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt1_32.cnf,isqrt1_32.cnf,unknown,b481a79499a23f4c149c19a50d325411,1,6285,18761,2,12506,6253,0,0,0,1,0,0
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf,gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf,gt-ordering,b48823728f2aa04622fbc4c81dd39148,1,1225,39900,0,595,39270,35,20,98,0,0,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf,gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf,gt-ordering,b48823728f2aa04622fbc4c81dd39148,1,1225,39900,0,595,39270,35,20,98,0,0,1
2017,2017/all/NoLimits/g2-T100.2.0.cnf,g2-T100.2.0.cnf,t,b48a701de6d901f153fdc7c2d7b165aa,1,4184145,14567657,0,6339184,7537248,280249,976,1,1,1,1570
2016,2016/app/NoLimits/g2-T100.2.0.cnf,g2-T100.2.0.cnf,t,b48a701de6d901f153fdc7c2d7b165aa,1,4184145,14567657,0,6339184,7537248,280249,976,1,1,1,1570
2014,2014/hard/sc14-crafted/289-unsat-6x30.cnf,289-unsat-6x30.cnf,unknown,b4a3233c98b6a02fd9143f926d90025d,1,720,27360,0,1080,0,26280,37,100,1,0,1
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,289-unsat-6x30.cnf,unknown,b4a3233c98b6a02fd9143f926d90025d,1,720,27360,0,1080,0,26280,37,100,1,0,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,289-unsat-6x30.cnf,unknown,b4a3233c98b6a02fd9143f926d90025d,1,720,27360,0,1080,0,26280,37,100,1,0,1
2014,2014/hard/sc14-crafted/rook-54-0-0.cnf,rook-54-0-0.cnf,unknown,b4b01dcb43c80b07574481af856beee4,1,163185,632441,1,160376,472064,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2011 unselected/SAT11/application/leberre/2dimensionalstrippacking/E04F17.cnf,E04F17.cnf,unknown,b4c42671a1abed1497f73425a9876fc6,1,6664,80716,22,17304,12838,50520,0,0,1,0,0
2014,2014/hard/sc14-crafted/edges-072-3-1161111-15.cnf,edges-072-3-1161111-15.cnf,unknown,b4d457473925c98daf0c30a0dd62e147,1,216,285,0,216,69,0,0,0,1,0,0
2014,2014/app/sc14-app/hitag2-8-60-0-0x1eb82244d7f1c3c-47.cnf,hitag2-8-60-0-0x1eb82244d7f1c3c-47.cnf,hitag,b4d95f41ef4ff6f177390ee902ce8ebf,1,2282,30260,68,4353,646,25193,67,3,1,0,1
2015,2015/all/hitag2-8-60-0-0x1eb82244d7f1c3c-47.cnf,hitag2-8-60-0-0x1eb82244d7f1c3c-47.cnf,hitag,b4d95f41ef4ff6f177390ee902ce8ebf,1,2282,30260,68,4353,646,25193,67,3,1,0,1
2018,2018/all/final/CRIL/T98.2.0.cnf,T98.2.0.cnf,t,b4e1d9a7b97e341a878bb0c4418c2ea6,1,3148471,10861077,0,4727768,5667209,109973,325,1,1,0,3484
2013,2013/app/SC13_submissions/nossum--sha1/80-8/006.cnf,006.cnf,unknown,b4edc59fb601a5e512fd96c5b7ea3037,1,13408,478484,296,90,8800,469298,0,0,1,0,0
2013,2013/app/SC13_submissions/soos--grainofsalt/hitag2-exptime4800/hitag2-8-60-0-0xa3b8497b8aad6d7-42.cnf,hitag2-8-60-0-0xa3b8497b8aad6d7-42.cnf,hitag,b4ee341ad808f2644dcdfb00d944fc03,1,2328,30885,68,4457,678,25682,67,3,1,0,1
2014,2014/hard/sc14-crafted/EDP3-8000.cnf,EDP3-8000.cnf,edp,b4f3d781dfac66bca92f8cd49c097e8b,1,63610,472687,0,78749,326330,67608,1,100,1,1,35805
2015,2015/all/manthey_DimacsSorter_31_8.cnf,manthey_DimacsSorter_31_8.cnf,unknown,b4fbca8a12de9efeb4fae16321cffe74,1,5471,18706,0,13403,4922,381,0,0,1,0,0
2015,2015/all/manthey_DimacsSorterHalf_31_8.cnf,manthey_DimacsSorterHalf_31_8.cnf,unknown,b4fbca8a12de9efeb4fae16321cffe74,1,5471,18706,0,13403,4922,381,0,0,1,0,0
2014,2014/app/sc14-app/complete-500-0.1-8-9876543215008.cnf,complete-500-0.1-8-9876543215008.cnf,unknown,b52fbcdbf70c75bed51d03ce5384ce22,1,1000,74222,0,49374,0,23670,0,0,1,0,0
2015,2015/all/complete-500-0.1-8-9876543215008.cnf,complete-500-0.1-8-9876543215008.cnf,unknown,b52fbcdbf70c75bed51d03ce5384ce22,1,1000,74222,0,49374,0,23670,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/rphp5_085_shuffled.cnf,rphp5_085_shuffled.cnf,rphp,b543318f40cda0b50b5db6ccfaa3eec7,1,850,15645,0,1275,0,14370,88,100,0,0,3
2014,2014/app/sc14-app/hitag2-10-60-0-0xfee9637399d85a2-78.cnf,hitag2-10-60-0-0xfee9637399d85a2-78.cnf,hitag,b54a49d3d999a4594e18c345e70b4361,1,2282,30268,71,4361,624,25212,70,4,1,0,1
2013,2013/app/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xfee9637399d85a2-78.cnf,hitag2-10-60-0-0xfee9637399d85a2-78.cnf,hitag,b54a49d3d999a4594e18c345e70b4361,1,2282,30268,71,4361,624,25212,70,4,1,0,1
2017,2017/all/NoLimits/g2-ak128modbtbg1asaig.cnf,g2-ak128modbtbg1asaig.cnf,unknown,b561ddfd00f6ca194d71e97a1d961a2a,1,426328,1276689,1,851126,425562,0,0,0,1,0,0
2016,2016/app/NoLimits/g2-ak128modbtbg1asaig.cnf,g2-ak128modbtbg1asaig.cnf,unknown,b561ddfd00f6ca194d71e97a1d961a2a,1,426328,1276689,1,851126,425562,0,0,0,1,0,0
2017,2017/all/NoLimits/mp1-9_24.cnf,mp1-9_24.cnf,mp1,b58a72f4ca141e28626c05f8b039db71,1,1458,280135,37,17496,0,262602,3,28,1,0,162
2016,2016/app/NoLimits/mp1-9_24.cnf,mp1-9_24.cnf,mp1,b58a72f4ca141e28626c05f8b039db71,1,1458,280135,37,17496,0,262602,3,28,1,0,162
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-28_727.cnf,VanDerWaerden_pd_2-3-28_727.cnf,unknown,b591c6e7e1c8a54b4941346aaf34499d,1,364,69858,0,484,65085,4289,0,0,1,0,0
2014,2014/hard/sc14-crafted/bvadd_17322.cnf,bvadd_17322.cnf,unknown,b5e6e180e6e171995d922b1fa7b3d565,1,779481,1351097,1,900732,450364,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/all/em_11_3_4_all.cnf,em_11_3_4_all.cnf,edgematching,b5f22052db8fb297f6b37016642b1821,1,8713,414651,0,325818,62086,21563,47,100,0,0,1410
2013,2013/app/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_10_unsat_pre.cnf,ctl_4291_567_10_unsat_pre.cnf,unknown,b5f5d7fc9b2cef76046f0bd9d7ceb39a,1,15232,157735,0,29583,33994,94154,0,0,1,0,0
2013,2013/app/SC13_submissions/nossum--sha1/22-160/003.cnf,003.cnf,nosum-sha1,b5ff1be89d06244f3a566c17e82d49e3,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2016,2016/hard/crafted16/Heule/IsoLator-6-22.cnf,IsoLator-6-22.cnf,isolator,b60a3bf796c6dab1cc64614d5f24e86a,1,534238,2051706,0,1527266,0,524440,9,100,1,0,80951
2013,2013/hard/SC13_submissions/manthey--hidoku/hid-uns-enc-6-1-0-0-0-0-28527.cnf,hid-uns-enc-6-1-0-0-0-0-28527.cnf,unknown,b6194bb2982bd9def5429e1ffa96ce63,1,1908,6232,4,3672,0,2556,0,0,1,0,0
2014,2014/hard/sc14-crafted/instance_n8_i9_pp.cnf,instance_n8_i9_pp.cnf,parity-game,b61dcabda773db4591b3fc99a3247e87,1,24336,287938,0,41121,140712,99049,7,1,1,0,7
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,VanDerWaerden_2-3-16_238.cnf,vanderwaerden,b61e426b264831836f140414cdcf3e23,1,238,15812,0,0,14042,1770,1,100,1,0,119
2014,2014/hard/sc14-crafted/crafted_n12_d6_c4_num6.cnf,crafted_n12_d6_c4_num6.cnf,crafted,b63cfdb3a373a30972675bcd307a60c4,1,56064,15834304,0,15833776,0,528,50,100,1,0,1776
2014,2014/app/sc14-app/bob12m09-opt.cnf,bob12m09-opt.cnf,bob,b678d830187eade2e9ecab7e20281863,1,51144,152446,1,101630,50815,0,4,1,1,0,8
2015,2015/all/bob12m09-opt.cnf,bob12m09-opt.cnf,bob,b678d830187eade2e9ecab7e20281863,1,51144,152446,1,101630,50815,0,4,1,1,0,8
2018,2018/all/Heusser/satcoin-genesis-SAT-8.cnf,satcoin-genesis-SAT-8.cnf,satcoin,b6790eac06d67d46cde9d6b28783e015,1,134781,648806,12,51552,540134,57108,69,1,1,1,7
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,mod,b6a88c8ae73b20cfc873207d1a0caa09,1,338,2376,0,0,0,2376,98,58,1,0,98
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,mod,b6a88c8ae73b20cfc873207d1a0caa09,1,338,2376,0,0,0,2376,98,58,1,0,98
2014,2014/hard/sc14-crafted/LABS_n051_goal004.cnf,LABS_n051_goal004.cnf,labs,b6ab790e0a2d2a95d3b041191b846240,1,71516,145424,95,76146,69183,0,2,1,1,0,2
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SC2012_Hard_Combinatorial/satrace-unselected/repeat/prime2209/prime2209-84.cnf,prime2209-84.cnf,prime,b6cd121b7b446ba5c20477110defc052,1,101556,299208,84,199416,99708,0,83,100,1,0,1209
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-84.cnf,prime2209-84.cnf,prime,b6cd121b7b446ba5c20477110defc052,1,101556,299208,84,199416,99708,0,83,100,1,0,1209
2014,2014/app/sc14-app/complete-500-0.1-7-9876543215007.cnf,complete-500-0.1-7-9876543215007.cnf,unknown,b6f10d5332d5e166eccb538ac46e5d60,1,1000,74217,0,49401,0,23547,0,0,1,0,0
